_AvgRewardSum,_AvgDiscountedRewardSum,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
1348.0,13.769032010740556,0.967,0,4,1.525911,0.48,0,1,0.24960000000000002,2.1316282072803006e-17,-2.0446489582859244,5.407361276312855,0.9999996497362212,13.356078711903338,1.62,44.28325712725908,32.751900402355275,1,163.73740287593532,-0.001312257887568391,-0.00012091888497889336
1748.0,51.257846842781625,1.109,0,4,1.783119,0.422,0,1,0.2439160000000001,-8.526512829121202e-17,-1.4287079360165118,5.0514210123704535,0.999999834133312,17.01867937841497,0.0,78.125052343822,146.6065712571079,2,310.49386239498403,-6.638802218628115e-06,-0.0002910641265623237
1758.0,25.178564121603358,1.052,0,4,1.765296,0.46,0,1,0.24839999999999993,-5.684341886080802e-17,-1.467417832533776,4.545214332041177,0.9999998149944006,17.353392922905574,1.4580000000000002,66.52305667515725,117.05561752999016,3,244.73730475928133,-1.2273788323469148e-06,-8.358682951126184e-06
2328.0,14.88714165054238,1.361,0,4,2.344679,0.377,0,1,0.23487100000000002,-2.2737367544323206e-16,-1.553566536917756,4.24365418339875,0.9999998656795952,23.146015725145123,0.0,86.3445269455659,221.827483225461,4,452.8928818286,-1.9808871143389695e-07,-6.481169227967598e-07
2890.0,11.496854222141002,1.557,0,4,2.662751,0.352,0,1,0.228096,-1.4210854715202004e-17,-1.5601740126132533,3.5988963619916916,0.9999998916582663,28.79652831200074,0.0,95.23846919538981,340.8686356344354,5,696.5547277858749,-4.910156814474931e-08,-1.2790921743999206e-07
2418.0,13.884104343802864,1.486,0,4,2.463804,0.344,0,1,0.22566399999999995,-2.842170943040401e-17,-1.6459109264960525,3.955478229445484,0.9999998631702997,24.05504306090578,0.0,81.87480060765164,213.69021999076608,6,365.07224845217877,-3.7769244842777994e-08,-7.784145306111157e-08
2658.0,11.396673637501515,1.453,0,4,2.5337910000000003,0.368,0,1,0.232576,2.842170943040401e-17,-1.6414927001732087,3.644186601388143,0.999999876017708,26.477429937262492,0.0,85.26571247374291,260.2547359258387,7,433.89977830305247,-1.9841487786109724e-08,-3.144258986509385e-08
2222.0,10.987871614219102,1.26,0,4,2.2284000000000006,0.397,0,1,0.23939099999999996,-2.842170943040401e-17,-1.582147210679559,4.23808978860834,0.9999998569398287,22.121109155472034,0.0,81.37247748294281,195.46520703230513,8,253.06647172420372,-1.9210723456453138e-08,-2.6607532621625296e-08
2532.0,14.684159074672523,1.468,0,4,2.5389759999999995,0.372,0,1,0.233616,4.263256414560601e-17,-1.5180021665546104,4.137735502271127,0.9999998690563406,25.187842568327948,2.0,88.3883654906969,233.30873774292147,9,324.27569714301944,-1.2713160968402804e-08,-1.6051874274225497e-08
2146.0,12.749831231977968,1.26,0,4,2.1984000000000004,0.403,0,1,0.24059100000000008,1.2079226507921704e-16,-1.6601392898619842,4.981454525653272,0.9999998301069536,21.345251518912207,1.8,79.989213040285,138.5963433576783,10,161.3961713978363,-1.79733978811214e-08,-2.1309889852716424e-08
2564.0,30.80156757592201,1.447,0,4,2.5071909999999997,0.378,0,1,0.23511600000000002,0.0,-1.562394903330426,3.832343678855374,0.9999998767873041,25.36278589181671,0.0,87.57123226897629,263.5010738276052,11,325.73723771233966,-8.400778961359379e-09,-9.48941059064623e-09
2356.0,10.579348520924558,1.333,0,4,2.306111,0.389,0,1,0.23767899999999992,4.9737991503207014e-17,-1.3859127727689489,4.145670597378135,0.9999998818797976,23.464785863311686,0.0,93.66032170656692,286.70744428442816,12,312.77133806441253,-7.088754916395601e-09,-7.686992598010534e-09
